logID,DATE,LOCAL,NAME,DESC,VAL,QF,SOURCE
13646,3/28/22 7:01,N,TEMP,,31.811,0x00001000,PLC
13637,3/28/22 6:41,N,CPU_USE,,75.3676,0x00001000,PLC
13640,3/28/22 6:41,N,FAIL_CONF,,0.0,0x00001000,PLC
13641,3/28/22 6:41,N,FAIL_RTU,,0.0,0x00001000,PLC
13638,3/28/22 6:41,N,MEM_USE,,63.8499,0x00001000,PLC
13636,3/28/22 6:41,N,PS1_V,,5.38353,0x00001000,PLC
13642,3/28/22 6:41,N,RTU_HEALTH,,3.0,0x00001000,PLC
13639,3/28/22 6:41,N,TEMP,,31.75,0x00001000,PLC
13630,3/28/22 6:21,N,CPU_USE,,75.2951,0x00001000,PLC
13633,3/28/22 6:21,N,FAIL_CONF,,0.0,0x00001000,PLC
13634,3/28/22 6:21,N,FAIL_RTU,,0.0,0x00001000,PLC
13631,3/28/22 6:21,N,MEM_USE,,63.8509,0x00001000,PLC
13629,3/28/22 6:21,N,PS1_V,,5.38453,0x00001000,PLC
13635,3/28/22 6:21,N,RTU_HEALTH,,1.0,0x00001000,PLC
13632,3/28/22 6:21,N,TEMP,,31.626,0x00001000,PLC
13623,3/28/22 6:21,N,CPU_USE,,75.0,0x00001000,PLC
13626,3/28/22 6:21,N,FAIL_CONF,,0.0,0x00001000,PLC
13627,3/28/22 6:21,N,FAIL_RTU,,0.0,0x00001000,PLC
13624,3/28/22 6:21,N,MEM_USE,,63.8483,0x00001000,PLC
13622,3/28/22 6:21,N,PS1_V,,5.38353,0x00001000,PLC
13628,3/28/22 6:21,N,RTU_HEALTH,,3.0,0x00001000,PLC
13625,3/28/22 6:21,N,TEMP,,31.625,0x00001000,PLC
13616,3/28/22 6:01,N,CPU_USE,,76.7166,0x00001000,PLC
13619,3/28/22 6:01,N,FAIL_CONF,,0.0,0x00001000,PLC
13620,3/28/22 6:01,N,FAIL_RTU,,0.0,0x00001000,PLC
13617,3/28/22 6:01,N,MEM_USE,,63.8473,0x00001000,PLC
13615,3/28/22 6:01,N,PS1_V,,5.38253,0x00001000,PLC
13621,3/28/22 6:01,N,RTU_HEALTH,,3.0,0x00001000,PLC
13618,3/28/22 6:01,N,TEMP,,31.624,0x00001000,PLC
13609,3/28/22 5:41,N,CPU_USE,,75.7463,0x00001000,PLC
13612,3/28/22 5:41,N,FAIL_CONF,,0.0,0x00001000,PLC
13613,3/28/22 5:41,N,FAIL_RTU,,0.0,0x00001000,PLC
13610,3/28/22 5:41,N,MEM_USE,,63.8514,0x00001000,PLC
13608,3/28/22 5:41,N,PS1_V,,5.38353,0x00001000,PLC
13614,3/28/22 5:41,N,RTU_HEALTH,,2.0,0x00001000,PLC
13611,3/28/22 5:41,N,TEMP,,31.625,0x00001000,PLC
13602,3/28/22 5:21,N,CPU_USE,,76.4716,0x00001000,PLC
13605,3/28/22 5:21,N,FAIL_CONF,,0.0,0x00001000,PLC
13606,3/28/22 5:21,N,FAIL_RTU,,0.0,0x00001000,PLC
13603,3/28/22 5:21,N,MEM_USE,,63.8251,0x00001000,PLC
13601,3/28/22 5:21,N,PS1_V,,5.35865,0x00001000,PLC
13607,3/28/22 5:21,N,RTU_HEALTH,,3.0,0x00001000,PLC
13604,3/28/22 5:21,N,TEMP,,31.563,0x00001000,PLC
13595,3/28/22 5:21,N,CPU_USE,,75.6554,0x00001000,PLC
13598,3/28/22 5:21,N,FAIL_CONF,,0.0,0x00001000,PLC
13599,3/28/22 5:21,N,FAIL_RTU,,0.0,0x00001000,PLC
13596,3/28/22 5:21,N,MEM_USE,,63.8256,0x00001000,PLC
13594,3/28/22 5:21,N,PS1_V,,5.35765,0x00001000,PLC
13600,3/28/22 5:21,N,RTU_HEALTH,,3.0,0x00001000,PLC
13597,3/28/22 5:21,N,TEMP,,31.562,0x00001000,PLC
13588,3/28/22 5:01,N,CPU_USE,,74.2054,0x00001000,PLC
13591,3/28/22 5:01,N,FAIL_CONF,,0.0,0x00001000,PLC
13592,3/28/22 5:01,N,FAIL_RTU,,0.0,0x00001000,PLC
13589,3/28/22 5:01,N,MEM_USE,,63.87,0x00001000,PLC
13587,3/28/22 5:01,N,PS1_V,,5.38253,0x00001000,PLC
13593,3/28/22 5:01,N,RTU_HEALTH,,3.0,0x00001000,PLC
13590,3/28/22 5:01,N,TEMP,,31.499,0x00001000,PLC
13581,3/28/22 4:41,N,CPU_USE,,74.7253,0x00001000,PLC
13584,3/28/22 4:41,N,FAIL_CONF,,0.0,0x00001000,PLC
13585,3/28/22 4:41,N,FAIL_RTU,,0.0,0x00001000,PLC
13582,3/28/22 4:41,N,MEM_USE,,63.8483,0x00001000,PLC
13580,3/28/22 4:41,N,PS1_V,,5.38353,0x00001000,PLC
13586,3/28/22 4:41,N,RTU_HEALTH,,3.0,0x00001000,PLC
13583,3/28/22 4:41,N,TEMP,,31.5,0x00001000,PLC
13567,3/28/22 4:21,N,CPU_USE,,75.5906,0x00001000,PLC
13574,3/28/22 4:21,N,CPU_USE,,74.9087,0x00001000,PLC
13570,3/28/22 4:21,N,FAIL_CONF,,0.0,0x00001000,PLC
13577,3/28/22 4:21,N,FAIL_CONF,,0.0,0x00001000,PLC
13571,3/28/22 4:21,N,FAIL_RTU,,0.0,0x00001000,PLC
13578,3/28/22 4:21,N,FAIL_RTU,,0.0,0x00001000,PLC
13568,3/28/22 4:21,N,MEM_USE,,63.8499,0x00001000,PLC
13575,3/28/22 4:21,N,MEM_USE,,63.8493,0x00001000,PLC
13566,3/28/22 4:21,N,PS1_V,,5.35765,0x00001000,PLC
13573,3/28/22 4:21,N,PS1_V,,5.35865,0x00001000,PLC
13572,3/28/22 4:21,N,RTU_HEALTH,,3.0,0x00001000,PLC
13579,3/28/22 4:21,N,RTU_HEALTH,,3.0,0x00001000,PLC
13569,3/28/22 4:21,N,TEMP,,31.625,0x00001000,PLC
13576,3/28/22 4:21,N,TEMP,,31.626,0x00001000,PLC
13560,3/28/22 4:00,N,CPU_USE,,74.716,0x00001000,PLC
13563,3/28/22 4:00,N,FAIL_CONF,,0.0,0x00001000,PLC
13564,3/28/22 4:00,N,FAIL_RTU,,0.0,0x00001000,PLC
13561,3/28/22 4:00,N,MEM_USE,,63.8457,0x00001000,PLC
13559,3/28/22 4:00,N,PS1_V,,5.35665,0x00001000,PLC
13565,3/28/22 4:00,N,RTU_HEALTH,,3.0,0x00001000,PLC
13562,3/28/22 4:00,N,TEMP,,31.499,0x00001000,PLC
13553,3/28/22 3:40,N,CPU_USE,,77.0909,0x00001000,PLC
13556,3/28/22 3:40,N,FAIL_CONF,,0.0,0x00001000,PLC
13557,3/28/22 3:40,N,FAIL_RTU,,0.0,0x00001000,PLC
13554,3/28/22 3:40,N,MEM_USE,,63.8256,0x00001000,PLC
13552,3/28/22 3:40,N,PS1_V,,5.38353,0x00001000,PLC
13558,3/28/22 3:40,N,RTU_HEALTH,,3.0,0x00001000,PLC
13555,3/28/22 3:40,N,TEMP,,31.562,0x00001000,PLC
13546,3/28/22 3:20,N,CPU_USE,,75.6767,0x00001000,PLC
13549,3/28/22 3:20,N,FAIL_CONF,,0.0,0x00001000,PLC
13550,3/28/22 3:20,N,FAIL_RTU,,0.0,0x00001000,PLC
13547,3/28/22 3:20,N,MEM_USE,,63.8477,0x00001000,PLC
13545,3/28/22 3:20,N,PS1_V,,5.35865,0x00001000,PLC
13551,3/28/22 3:20,N,RTU_HEALTH,,1.0,0x00001000,PLC
13548,3/28/22 3:20,N,TEMP,,31.563,0x00001000,PLC
13539,3/28/22 3:20,N,CPU_USE,,75.6757,0x00001000,PLC
13542,3/28/22 3:20,N,FAIL_CONF,,0.0,0x00001000,PLC
13543,3/28/22 3:20,N,FAIL_RTU,,0.0,0x00001000,PLC
13540,3/28/22 3:20,N,MEM_USE,,63.8467,0x00001000,PLC
13538,3/28/22 3:20,N,PS1_V,,5.35765,0x00001000,PLC
13544,3/28/22 3:20,N,RTU_HEALTH,,3.0,0x00001000,PLC
13541,3/28/22 3:20,N,TEMP,,31.562,0x00001000,PLC
13532,3/28/22 3:00,N,CPU_USE,,76.2836,0x00001000,PLC
13535,3/28/22 3:00,N,FAIL_CONF,,0.0,0x00001000,PLC
13536,3/28/22 3:00,N,FAIL_RTU,,0.0,0x00001000,PLC
13533,3/28/22 3:00,N,MEM_USE,,63.8731,0x00001000,PLC
13531,3/28/22 3:00,N,PS1_V,,5.38253,0x00001000,PLC
13537,3/28/22 3:00,N,RTU_HEALTH,,2.0,0x00001000,PLC
13534,3/28/22 3:00,N,TEMP,,31.624,0x00001000,PLC
13525,3/28/22 2:40,N,CPU_USE,,75.2852,0x00001000,PLC
13528,3/28/22 2:40,N,FAIL_CONF,,0.0,0x00001000,PLC
13529,3/28/22 2:40,N,FAIL_RTU,,0.0,0x00001000,PLC
13526,3/28/22 2:40,N,MEM_USE,,63.8225,0x00001000,PLC
13524,3/28/22 2:40,N,PS1_V,,5.38353,0x00001000,PLC
13530,3/28/22 2:40,N,RTU_HEALTH,,3.0,0x00001000,PLC
13527,3/28/22 2:40,N,TEMP,,31.562,0x00001000,PLC
13518,3/28/22 2:20,N,CPU_USE,,75.001,0x00001000,PLC
13521,3/28/22 2:20,N,FAIL_CONF,,0.0,0x00001000,PLC
13522,3/28/22 2:20,N,FAIL_RTU,,0.0,0x00001000,PLC
13519,3/28/22 2:20,N,MEM_USE,,63.8493,0x00001000,PLC
13517,3/28/22 2:20,N,PS1_V,,5.38453,0x00001000,PLC
13523,3/28/22 2:20,N,RTU_HEALTH,,1.0,0x00001000,PLC
13520,3/28/22 2:20,N,TEMP,,31.688,0x00001000,PLC
13511,3/28/22 2:20,N,CPU_USE,,75.0,0x00001000,PLC
13514,3/28/22 2:20,N,FAIL_CONF,,0.0,0x00001000,PLC
13515,3/28/22 2:20,N,FAIL_RTU,,0.0,0x00001000,PLC
13512,3/28/22 2:20,N,MEM_USE,,63.8483,0x00001000,PLC
13510,3/28/22 2:20,N,PS1_V,,5.38353,0x00001000,PLC
13516,3/28/22 2:20,N,RTU_HEALTH,,3.0,0x00001000,PLC
13513,3/28/22 2:20,N,TEMP,,31.687,0x00001000,PLC
13504,3/28/22 2:00,N,CPU_USE,,74.501,0x00001000,PLC
13507,3/28/22 2:00,N,FAIL_CONF,,0.0,0x00001000,PLC
13508,3/28/22 2:00,N,FAIL_RTU,,0.0,0x00001000,PLC
13505,3/28/22 2:00,N,MEM_USE,,63.8715,0x00001000,PLC
13503,3/28/22 2:00,N,PS1_V,,5.35665,0x00001000,PLC
13509,3/28/22 2:00,N,RTU_HEALTH,,1.0,0x00001000,PLC
13506,3/28/22 2:00,N,TEMP,,31.561,0x00001000,PLC
13497,3/28/22 1:40,N,CPU_USE,,73.8182,0x00001000,PLC
13500,3/28/22 1:40,N,FAIL_CONF,,0.0,0x00001000,PLC
13501,3/28/22 1:40,N,FAIL_RTU,,0.0,0x00001000,PLC
13498,3/28/22 1:40,N,MEM_USE,,63.8452,0x00001000,PLC
13496,3/28/22 1:40,N,PS1_V,,5.35765,0x00001000,PLC
13502,3/28/22 1:40,N,RTU_HEALTH,,3.0,0x00001000,PLC
13499,3/28/22 1:40,N,TEMP,,31.562,0x00001000,PLC
13490,3/28/22 1:20,N,CPU_USE,,76.5578,0x00001000,PLC
13493,3/28/22 1:20,N,FAIL_CONF,,0.0,0x00001000,PLC
13494,3/28/22 1:20,N,FAIL_RTU,,0.0,0x00001000,PLC
13491,3/28/22 1:20,N,MEM_USE,,63.872,0x00001000,PLC
13489,3/28/22 1:20,N,PS1_V,,5.38453,0x00001000,PLC
13495,3/28/22 1:20,N,RTU_HEALTH,,3.0,0x00001000,PLC
13492,3/28/22 1:20,N,TEMP,,31.563,0x00001000,PLC
13483,3/28/22 1:20,N,CPU_USE,,74.8175,0x00001000,PLC
13486,3/28/22 1:20,N,FAIL_CONF,,0.0,0x00001000,PLC
13487,3/28/22 1:20,N,FAIL_RTU,,0.0,0x00001000,PLC
13484,3/28/22 1:20,N,MEM_USE,,63.8725,0x00001000,PLC
13482,3/28/22 1:20,N,PS1_V,,5.38353,0x00001000,PLC
13488,3/28/22 1:20,N,RTU_HEALTH,,3.0,0x00001000,PLC
13485,3/28/22 1:20,N,TEMP,,31.562,0x00001000,PLC
13476,3/28/22 1:00,N,CPU_USE,,76.3148,0x00001000,PLC
13479,3/28/22 1:00,N,FAIL_CONF,,0.0,0x00001000,PLC
13480,3/28/22 1:00,N,FAIL_RTU,,0.0,0x00001000,PLC
13477,3/28/22 1:00,N,MEM_USE,,63.8715,0x00001000,PLC
13475,3/28/22 1:00,N,PS1_V,,5.38253,0x00001000,PLC
13481,3/28/22 1:00,N,RTU_HEALTH,,3.0,0x00001000,PLC
13478,3/28/22 1:00,N,TEMP,,31.561,0x00001000,PLC
13469,3/28/22 0:40,N,CPU_USE,,76.1905,0x00001000,PLC
13472,3/28/22 0:40,N,FAIL_CONF,,0.0,0x00001000,PLC
13473,3/28/22 0:40,N,FAIL_RTU,,0.0,0x00001000,PLC
13470,3/28/22 0:40,N,MEM_USE,,63.8225,0x00001000,PLC
13468,3/28/22 0:40,N,PS1_V,,5.38353,0x00001000,PLC
13474,3/28/22 0:40,N,RTU_HEALTH,,1.0,0x00001000,PLC
13471,3/28/22 0:40,N,TEMP,,31.562,0x00001000,PLC
13455,3/28/22 0:20,N,CPU_USE,,76.3359,0x00001000,PLC
13462,3/28/22 0:20,N,CPU_USE,,75.2951,0x00001000,PLC
13458,3/28/22 0:20,N,FAIL_CONF,,0.0,0x00001000,PLC
13465,3/28/22 0:20,N,FAIL_CONF,,0.0,0x00001000,PLC
13459,3/28/22 0:20,N,FAIL_RTU,,0.0,0x00001000,PLC
13466,3/28/22 0:20,N,FAIL_RTU,,0.0,0x00001000,PLC
13456,3/28/22 0:20,N,MEM_USE,,63.8499,0x00001000,PLC
13463,3/28/22 0:20,N,MEM_USE,,63.8509,0x00001000,PLC
13454,3/28/22 0:20,N,PS1_V,,5.35765,0x00001000,PLC
13461,3/28/22 0:20,N,PS1_V,,5.35865,0x00001000,PLC
13460,3/28/22 0:20,N,RTU_HEALTH,,3.0,0x00001000,PLC
13467,3/28/22 0:20,N,RTU_HEALTH,,3.0,0x00001000,PLC
13457,3/28/22 0:20,N,TEMP,,31.562,0x00001000,PLC
13464,3/28/22 0:20,N,TEMP,,31.563,0x00001000,PLC
13448,3/28/22 0:00,N,CPU_USE,,73.8085,0x00001000,PLC
13451,3/28/22 0:00,N,FAIL_CONF,,0.0,0x00001000,PLC
13452,3/28/22 0:00,N,FAIL_RTU,,0.0,0x00001000,PLC
13449,3/28/22 0:00,N,MEM_USE,,63.8684,0x00001000,PLC
13447,3/28/22 0:00,N,PS1_V,,5.38253,0x00001000,PLC
13453,3/28/22 0:00,N,RTU_HEALTH,,3.0,0x00001000,PLC
13450,3/28/22 0:00,N,TEMP,,31.311,0x00001000,PLC
13441,3/27/22 23:40,N,CPU_USE,,75.969,0x00001000,PLC
13444,3/27/22 23:40,N,FAIL_CONF,,0.0,0x00001000,PLC
